review_id,app_id,rating,comment,date,sentiment,comment_en
537a3af7-e29d-4ef4-9793-724e8fe80f73,002,4,"nhầm khi elsa không nghe rõ giọng mình á, và có vài câu đúng, vài câu sai. cho nên mình đánh giá 4 sao nha. thanks you❤️💐",2023-09-16 12:33:03,Positive,"It's a mistake when Elsa can't hear her voice clearly, and some sentences are correct, some sentences are wrong.So I rate it 4 stars.thank you❤️💐"
d05845dd-0bdd-4674-8266-90830b01453b,002,5,"hmm ... phải nói như thế nào đây . chắc là app rất tốt , thích nhất là tính năng kiểm tra phát âm . tuyệt 🥰",2023-09-14 14:03:16,Positive,"hmm... how should I say this?Surely the app is very good, I like the pronunciation check feature the most.great 🥰"
a8ef0ce5-af00-4de0-89ee-215e88fa4499,002,4,"có một số từ mình bấm vào xem phần phát âm thì nó loading khá lâu buộc mình phải thoát ra vào lại nhiều lần, mong elsa chỉnh sửa lỗi này.",2023-08-22 03:51:19,Positive,"There are some words that when I click to see the pronunciation, it takes a long time to load, forcing me to log out and back in many times. I hope Elsa will fix this error."
6a680bc6-5204-4a6a-9d82-cb9361c10018,002,5,hay học hay àm còn phải tải thêm app và app elsa phải thêm các cách học như vừa chơi vừa học thì các bạn mới chịu học,2023-08-15 04:55:19,Positive,good at studying but you also have to download more apps and the elsa app has to add learning ways like playing and learning so you can learn
f3414946-3431-4eb7-9658-5a9f9b3f4d56,002,4,"lưu ý nhớ hủy gia hạn nếu đăng kí sử dụng thử 1-3 tháng hoặc gì đấy, sẽ tự đồng trừ tiền sau khi tài khoản hết hạn. đang tính đăng ký gói 1 năm thì bị trừ tiền gói tháng đúng chán.",2023-08-11 11:09:33,Positive,"Please remember to cancel the renewal if you sign up for a 1-3 month trial or something, the money will automatically be deducted after the account expires.I was planning to sign up for a 1-year package but the monthly package fee was deducted, which is really boring."
7dc5f5ab-9135-45ed-8b9d-c05816840f98,002,5,trải nghiệm bằng thiết bị hệ điều hành ios thì thuận tiện hơn android. dùng samsung nên bị thiếu 1 vài chức năng nhỏ k có,2023-08-11 02:27:43,Positive,"Experience with iOS devices is more convenient than Android.Using Samsung, there are a few small functions missing"
39723fcc-c347-463e-9ae1-13dae6289209,002,4,"app rất ok, mình rất thích dùng. chỉnh sửa phát âm chuẩn, biết được mình đang sai ở đâu. nhưng chỉ biết cách phát âm còn học từ vựng thì hơi khó nhớ. mong app sẽ có phần học từ bằng fastcast, điền từ thiếu ở phần ""bộ bài học tự tạo"" nữa thì quá ok. nên tải nhé",2023-08-10 05:41:54,Positive,"The app is very good, I really like to use it.Correct pronunciation, know where you are going wrong.But only knowing how to pronounce and learning vocabulary is a bit difficult to remember.I hope the app will have a part to learn words using fastcast, and fill in missing words in the ""self-created lesson set"" section, which would be great.you should download it"
f8619053-e6d7-44aa-9956-bbf016e75270,002,5,"app ổn áp nha, phát âm của mình có cải thiện hơn rất nhiều, đặc biệt là ipa, chú ý ending sound nữa. luyện tập thường xuyên thấy quen mắt, quen mặt chữ không còn sợ tiếng anh nữa luôn. cảm ơn elsa❤️",2023-08-04 14:05:25,Positive,"The app is stable, my pronunciation has improved a lot, especially ipa, pay attention to the ending sound.If you practice regularly, you will get used to the words and faces and will no longer be afraid of English.Thank you Elsa❤️"
19450ff9-e569-4cf8-a6cc-8b2c94657de0,002,5,"app này học thật tuyệt,em có dự định du học qua canada nên app này rất giúp ích cho việc cải thiện lời nói sao cho được nhất !!!",2023-07-30 05:53:33,Positive,This app is great for studying. I plan to study abroad in Canada so this app is very helpful in improving my speech as best I can!!!
96a2ab76-86b6-4f3f-9057-1d5fc48c4be7,002,5,đây là một trong những thành tựu dạy tiếng anh bằng trí tuệ nhân tạo tuyệt vời trong thế kỷ 21 và rất mong elsa speak sẽ lập trình thêm nhiều ngôn ngữ để người dùng có thể trao dồi kiến thức thêm,2023-07-16 14:24:07,Positive,This is one of the great achievements in teaching English using artificial intelligence in the 21st century and we hope Elsa Speak will program more languages ​​so that users can improve their knowledge.
28db73b5-f533-4c7d-abd7-0e2a5af664a2,002,5,"app dễ học, giúp nâng cao trình độ nhanh chóng. nên cập nhật thêm về tính năng luyện từ vựng toiec, ielts, luyện nghe toiec.",2023-07-16 04:14:57,Positive,"The app is easy to learn and helps you improve your skills quickly.Should update more about TOEIC vocabulary practice, IELTS, TOEIC listening practice."
8d2cd006-6f3f-498a-b089-a762b7ecfc1a,002,5,rất hay! chúng ta có thể luyện phát âm rất hay lại ít dung lượng .hợp cho người hay phát âm hay sai.chúc bạn thành công ☺️,2023-07-13 13:29:44,Positive,very nice!We can practice pronunciation very well with little space. Suitable for people who often pronounce incorrectly. Wish you success ☺️
63bc3165-1649-417a-9405-7d78e50ee983,002,4,"app bị 1 vấn đề. đó lúc đt chuyển từ 4 vạch wifi sang 5 vạch, và ngược lại. thì sẽ hủy cái phần thu âm của mình. làm mình phải đọc lại từ đầu. rất khó chịu. mong sẽ khắc phục lỗi này.",2023-07-09 13:27:55,Positive,"The app has a problem.At that time, the phone switched from 4 wifi bars to 5 bars, and vice versa.I will cancel my recording.Makes me have to read it again from the beginning.very annoying.Hope this error will be fixed."
2baab75f-7685-4723-b9fa-66fe13ef4cf4,002,5,app này cần phải có những ví dụ mẫu câu thông dụng hàng ngày để người thực hành nói và nhớ luôn những mẫu câu thiết thực trong cuộc sống chú ko chỉ phát âm thôi không ?,2023-06-05 14:40:35,Positive,"This app needs to have examples of common everyday sentences so that people can practice speaking and remember practical sentence patterns in life, not just pronunciation, right?"
660c2fc3-3db8-46ed-850d-dfec0db2881d,002,5,quá là ổn áp đầy đủ lws luôn kiểu như từ vựng và dậy phát âm ưng cái bụng nhiều khoá học nâng cao vvvvvv 333 ngoài ra tớ cx giới thiệu vài app okee khác nữa là cake và hack não cùng four english ( là trải nghiệm của mh tất cả nó cx ít dung lượng lại bổ ích tội gì ko hok phải khum),2023-06-03 14:11:42,Positive,"It's too stable and full of lws like vocabulary and pronunciation training, many advanced courses etc. 333. In addition, I also recommend a few other okee apps, such as cake and brain hacking and four English (it's my experience, all of them are small in size and useful, so why bother)"
