review_id,app_id,rating,comment,date,sentiment,comment_en
672b9c70-abb1-440e-b31a-7c63d8b59297,008,5,lúc được giới thiệu về ap tôi nghĩ nó là ap chơi trò chơi thì ko học được nhưng khi học rồi mới biết học nhanh sửa lỗi rất tuyệt,2026-02-10 13:17:55,Positive,"When I was introduced to the app, I thought it was a game-playing app so I couldn't learn it, but once I learned it, I learned how to learn quickly and fix errors very well."
1037eda7-e173-48a3-a7dd-e2951cf1fb46,008,5,các bài học đầu tiên dễ hiểu dần tăng cấp độ cho người học có bảng thi đua khơi lên dục vọng muốn đúng đầu hạng nhất thiết kế giản dị ko màu mè khuyến khích tinh thần học tập học đc nhiều thứ tiếng cảm ơn rất nhiều,2026-01-17 15:19:45,Positive,The first lessons are easy to understand and gradually increase the level of learners. There is a competition board that arouses the desire to be at the top. The simple design is not flashy and encourages the spirit of learning. You can learn many languages. Thank you very much.
c47c22ea-61b9-47cc-b8ca-e7e8a8471bb6,008,5,"tui thấy app đỉnh thiệt.à mà nhà phát triển ơi,thêm cái học tiếng tây ban nha,ý,...học bằng tiếng việt cho người việt đi á.tại nó dễ hiểu hơn nhiều,nhất là phần tip trong bài học ấy.",2025-12-04 05:55:53,Positive,"I think the app is really great. Hey developer, please add learning Spanish, Italian,... in Vietnamese for Vietnamese people. Because it's much easier to understand, especially the tips in that lesson."
d43f5ff7-1014-4963-89f1-9febf2a96157,008,5,app này rất hay nó đã giúp tôi học các tiếng mà tôi thích trong một cách dễ dàng nhất tôi rất thích app lindodeer - học ngôn ngữ,2025-11-18 04:05:30,Positive,"This app is very good, it has helped me learn the languages ​​I like in the easiest way. I really like the app lindodeer - language learning"
ddd2edf4-573f-47a0-9d45-8eb3eec016ad,008,4,"ở đây không thể tải ảnh lên, tôi đã học tiếng anh và tiếng nhật trên ứng dụng, về cơ bản khoá học rất bổ ích và dễ hiểu. nhưng 1 số chỗ dịch sai, ad nên chú để sửa lại. thực ra chứng tỏ khoá học của ứng dụng bổ ích nên tôi mới học được và phát hiện những lỗi này",2025-10-23 05:58:31,Positive,"Can't upload photos here, I learned English and Japanese on the app, basically the course is very useful and easy to understand.But some translations are wrong, admin should pay attention to correct them.In fact, the application's course proves to be useful, so I learned and discovered these errors"
14e790d5-5d0b-4194-8098-0e172a422388,008,5,"app này học siêu thích luôn, học toàn những từ ngữ dễ hiểu, mong rằng là đây là app học hoàn toàn miễn phí !",2025-09-19 13:45:43,Positive,"This app is super fun to learn, all the words are easy to understand, I hope this is a completely free learning app!"
2c1a18b1-78f7-45af-ab7d-2883fabed2ca,008,5,để tui cóc trẻ sơ sinh ba người dân chúng ta sẽ thấy tiếng nói cười cười nói chuyện với anh hai nho nhỏ lưu ý khi sử dụng đất và các website khác dễ dàng và thuận tiện cho việc phát triển cho đến khi tôi ko làm gì để nói chuyện với anh em nó đây ạ qua chơi anh mới về qua chơi anh em nó đây ạ có một số hình ảnh vui nhộn thể được đi học ở rđóy không h con làm khổ mình muốn mua sắm phẩm mới có tao e hỏi với nhau khoe ảnh khỏa điện tử và uy thếch của lớp mình có kinh vào ngày thứ hai là đưa ra những,2025-08-27 17:07:42,Positive,"let me have a newborn baby, three of us will see voices laughing and laughing talking to my little brother. Note when using land and other websites that are easy and convenient for development until I don't do anything to talk to his brothers. Come over to visit, I just came back to visit his brothers. There are some funny pictures that I can go to school there, isn't it?Having your period on Monday is given these"
3a7cc3c0-8773-4b39-b0fb-140fe3f25a14,008,5,"we extend our sincere gratitude to the development team for their work on this application. we also recommend further enhancements to the application, particularly in the areas of options and interface design.",2025-07-31 06:57:04,Positive,"we extend our sincere gratitude to the development team for their work on this application.we also recommend further enhancements to the application, particularly in the areas of options and interface design."
97a06c12-05e8-4563-90ac-59bfee80f729,008,5,"app rất hay.nhưng mà mỗi lần học tiếng hàn là cứ hiện lên mua hội viên trọn đời gì đó, khiến mình không học được! 😭",2025-06-22 14:11:33,Positive,"The app is very good. But every time I learn Korean, it keeps popping up to buy a lifetime membership or something, making me unable to learn!😭"
b2e0404a-8825-4657-a7e4-477f673d60f4,008,5,"quá hay luôn ý mấy bạn ơi,học dễ hiểu dễ nghe,dễ nhớ nhm các bạn nên ghi chép vào vở cho dễ hc thuộc nha",2025-06-16 10:33:26,Positive,"It's so good, my friends. It's easy to learn, easy to understand, easy to listen to, and easy to remember. You should take notes in your notebook to make it easier to memorize."
